RACEID,CONSTRUCTORID,DATE,Q1,Q2,Q3,SPRINT Y/N,MS RACE,STATUS SPRINT,STATUS RACE,DRIVER LAST POSITION,WINS SEASON,WINS CAREER,YEARS OF EXPERIENCE,POINTS BEFORE GP,AGE
1128,9,2024-05-26,71711.0,70745.0,70567.0,N,8609407,,1,1,5,59,9,161.0,26
1129,9,2024-06-09,72360.0,72549.0,72000.0,N,6347927,,1,1,5,59,9,169.0,26
1130,9,2024-06-23,72306.0,71653.0,71403.0,N,5300227,,1,1,6,60,9,194.0,26
1131,9,2024-06-30,65336.0,64469.0,64314.0,Y,5100051,1.0,1,1,7,61,9,219.0,26
1132,9,2024-07-07,91342.0,86796.0,86203.0,N,4948524,,1,1,7,61,9,237.0,26
1133,9,2024-07-21,77087.0,75770.0,75273.0,N,5903338,,1,1,7,61,9,255.0,26
1134,9,2024-07-28,114938.0,113837.0,113159.0,N,4806266,,1,1,7,61,9,265.0,26
1135,9,2024-08-25,71393.0,70811.0,70029.0,N,5468415,,1,1,7,61,9,277.0,26
1136,9,2024-09-01,80226.0,79662.0,80022.0,N,4518659,,1,1,7,61,9,295.0,26
1137,9,2024-09-15,103097.0,102042.0,102023.0,N,5655105,,1,1,7,61,9,303.0,26
1138,9,2024-09-22,90157.0,89680.0,89728.0,N,6073516,,1,1,7,61,9,313.0,26
1139,9,2024-10-20,93046.0,92584.0,92361.0,Y,5729051,1.0,1,1,7,61,9,331.0,27
1140,9,2024-10-27,76803.0,76514.0,76171.0,N,6115358,,1,1,7,61,9,354.0,27
1141,9,2024-11-03,88522.0,87771.0,,Y,7614430,1.0,1,1,7,61,9,362.0,27
1142,9,2024-11-23,93299.0,93085.0,92797.0,N,4942551,,1,1,8,62,9,393.0,27
1143,9,2024-12-01,81579.0,80687.0,80520.0,Y,5465323,1.0,1,1,8,62,9,403.0,27
1144,9,2024-12-08,83516.0,82998.0,82945.0,N,5243138,,1,1,9,63,9,429.0,27
1145,9,2025-03-16,76018.0,75565.0,75481.0,N,6127199,,1,1,0,63,10,437.0,27
1146,9,2025-03-23,91424.0,91142.0,90817.0,Y,5471682,1.0,1,2,0,63,10,18.0,27
1147,9,2025-04-06,87943.0,87502.0,86983.0,N,4926983,,1,2,0,63,10,36.0,27
1148,9,2025-04-13,91303.0,91019.0,90423.0,N,5773830,,1,2,1,64,10,61.0,27
1149,9,2025-04-20,87778.0,87529.0,87294.0,N,4869601,,1,3,1,64,10,69.0,27
1150,9,2025-05-04,86870.0,86643.0,86204.0,Y,5371543,1.0,1,3,1,64,10,87.0,27
1151,9,2025-05-18,75175.0,75394.0,74704.0,N,5493199,,1,3,1,64,10,99.0,27
1152,9,2025-05-25,71431.0,70875.0,70669.0,N,6054415,,1,3,2,65,10,124.0,27
1153,9,2025-06-01,72798.0,72358.0,71848.0,N,5599201,,1,3,2,65,10,136.0,27
1154,9,2025-06-15,72054.0,71638.0,71059.0,N,5512916,,1,3,2,65,10,137.0,27
1155,9,2025-06-29,65106.0,64836.0,64929.0,N,\N,,4,3,2,65,10,155.0,27
1156,9,2025-07-06,85886.0,85316.0,84892.0,N,5892516,,1,3,2,65,10,155.0,27
1157,9,2025-07-27,101334.0,100951.0,100903.0,Y,5144332,1.0,1,3,2,65,10,165.0,27
1158,9,2025-08-03,75736.0,75547.0,75728.0,N,5793876,,1,3,2,65,10,185.0,27
1159,9,2025-08-31,69696.0,69122.0,68925.0,N,5911120,,1,3,2,65,10,187.0,27
1160,9,2025-09-07,79455.0,79140.0,78792.0,N,4404325,,1,3,2,65,10,205.0,27
1161,9,2025-09-21,101331.0,101255.0,101117.0,N,5606408,,1,3,3,66,10,230.0,27
1162,9,2025-10-05,90028.0,89572.0,89340.0,N,6027797,,1,3,4,67,10,255.0,28
1163,9,2025-10-19,93207.0,92701.0,92510.0,Y,5640161,1.0,1,3,4,67,10,273.0,28
1164,9,2025-10-26,77076.0,76605.0,76070.0,N,5909623,,1,3,5,68,10,306.0,28
1165,9,2025-11-09,70403.0,,,Y,5532346,1.0,1,3,5,68,10,321.0,28
1166,9,2025-11-23,113458.0,111593.0,108257.0,N,4868429,,1,3,5,68,10,341.0,28
1167,9,2025-11-30,80472.0,79985.0,79651.0,Y,5078241,1.0,1,3,6,69,10,366.0,28
948,15,2016-03-20,87958.0,,,N,\N,,11,13,0,0,1,27.0,23
949,15,2016-04-03,94388.0,,,N,\N,,11,15,0,0,1,0.0,23
950,15,2016-04-17,98654.0,102430.0,,N,\N,,11,19,0,0,1,0.0,23
951,15,2016-05-01,99018.0,,,N,\N,,11,21,0,0,1,0.0,23
952,15,2016-05-15,85579.0,,,N,\N,,11,21,0,0,1,0.0,23
953,15,2016-05-29,,,,N,\N,,31,22,0,0,1,0.0,23
954,15,2016-06-12,76663.0,,,N,\N,,12,22,0,0,1,0.0,23
955,15,2016-06-19,105549.0,106048.0,,N,\N,,11,22,0,0,1,0.0,23
956,15,2016-07-03,68446.0,,,N,\N,,11,21,0,0,1,0.0,23
957,15,2016-07-10,93544.0,,,N,\N,,11,22,0,0,1,0.0,23
958,15,2016-07-24,97772.0,87063.0,,N,\N,,11,22,0,0,1,0.0,23
959,15,2016-07-31,77123.0,,,N,\N,,131,22,0,0,1,0.0,23
960,15,2016-08-28,108949.0,,,N,\N,,11,22,0,0,1,0.0,24
961,15,2016-09-04,83956.0,,,N,\N,,130,22,0,0,1,0.0,24
962,15,2016-09-18,106860.0,,,N,\N,,11,22,0,0,1,0.0,24
963,15,2016-10-02,95949.0,,,N,\N,,23,22,0,0,1,0.0,24
964,15,2016-10-09,93332.0,,,N,\N,,11,22,0,0,1,0.0,24
965,15,2016-10-23,98583.0,,,N,\N,,11,22,0,0,1,0.0,24
966,15,2016-10-30,81692.0,,,N,\N,,11,22,0,0,1,0.0,24
967,15,2016-11-13,73681.0,,,N,10903955,,1,22,0,0,1,0.0,24
968,15,2016-11-27,102247.0,,,N,\N,,11,17,0,0,1,2.0,24
948,5,2016-03-20,87057.0,85384.0,85582.0,N,6571245,,1,15,0,0,1,18.0,21
949,5,2016-04-03,91716.0,91816.0,,N,\N,,31,9,0,0,1,2.0,21
950,5,2016-04-17,97656.0,97204.0,96881.0,N,6018018,,1,12,0,0,1,2.0,21
951,5,2016-05-01,97784.0,97652.0,,N,\N,,11,12,0,0,1,4.0,21
952,5,2016-05-15,84496.0,84077.0,83643.0,N,6161412,,1,14,0,0,1,4.0,21
953,5,2016-05-29,75467.0,74805.0,74749.0,N,\N,,11,11,0,0,1,12.0,21
954,5,2016-06-12,74714.0,81956.0,,N,\N,,11,13,0,0,1,16.0,21
955,5,2016-06-19,104827.0,105000.0,,N,\N,,22,14,0,0,1,18.0,21
956,5,2016-07-03,67618.0,,,N,5305507,,1,14,0,0,1,18.0,21
957,5,2016-07-10,92115.0,91708.0,91989.0,N,5781689,,1,12,0,0,1,22.0,21
958,5,2016-07-24,96115.0,84734.0,81131.0,N,\N,,11,12,0,0,1,26.0,21
959,5,2016-07-31,76317.0,75989.0,,N,\N,,11,10,0,0,1,30.0,21
960,5,2016-08-28,108876.0,109038.0,,N,\N,,29,11,0,0,1,30.0,21
961,5,2016-09-04,83661.0,83496.0,,N,\N,,11,12,0,0,1,30.0,22
962,5,2016-09-18,105499.0,104493.0,104197.0,N,\N,,11,12,0,0,1,30.0,22
963,5,2016-10-02,95605.0,95374.0,,N,5931654,,1,12,0,0,1,30.0,22
964,5,2016-10-09,92789.0,92685.0,,N,\N,,11,12,0,0,1,30.0,22
965,5,2016-10-23,97744.0,97175.0,97326.0,N,5988742,,1,12,0,0,1,30.0,22
966,5,2016-10-30,80457.0,80169.0,80378.0,N,\N,,11,12,0,0,1,38.0,22
967,5,2016-11-13,72950.0,72920.0,,N,10890495,,1,12,0,0,1,38.0,22
968,5,2016-11-27,102393.0,,,N,\N,,130,12,0,0,1,46.0,22
969,5,2017-03-26,85542.0,84997.0,84487.0,N,\N,,11,12,0,0,2,46.0,22
970,5,2017-04-09,94567.0,94150.0,,N,5929051,,1,8,0,0,2,4.0,22
971,5,2017-04-16,92118.0,,,N,\N,,4,7,0,0,2,10.0,22
972,5,2017-04-30,95827.0,95948.0,,N,\N,,11,9,0,0,2,10.0,22
973,5,2017-05-14,81941.0,81371.0,,N,\N,,11,9,0,0,2,11.0,22
974,5,2017-05-28,73526.0,73397.0,73162.0,N,6296378,,1,10,0,0,2,17.0,22
975,5,2017-06-11,74051.0,73756.0,,N,\N,,4,8,0,0,2,25.0,22
976,5,2017-06-25,103489.0,103347.0,,N,7484973,,1,9,0,0,2,25.0,22
977,5,2017-07-09,65675.0,65544.0,65726.0,N,\N,,5,9,0,0,2,29.0,22
978,5,2017-07-16,101114.0,91368.0,,N,\N,,130,9,0,0,2,29.0,22
979,5,2017-07-30,78948.0,78311.0,78912.0,N,\N,,11,9,0,0,2,29.0,22
980,5,2017-08-27,105374.0,105439.0,,N,5122267,,1,9,0,0,2,35.0,22
981,5,2017-09-03,99788.0,98526.0,,N,\N,,11,9,0,0,2,36.0,23
982,5,2017-09-17,102176.0,101826.0,102056.0,N,7426366,,1,9,0,0,2,36.0,23
983,5,2017-10-01,92650.0,92402.0,,N,\N,,5,9,0,0,2,48.0,23
984,5,2017-10-08,90565.0,90413.0,,N,\N,,3,9,0,0,2,48.0,23
985,4,2017-10-22,95517.0,94899.0,94852.0,N,5723935,,1,9,0,0,2,48.0,23
986,4,2017-10-29,78405.0,77753.0,77794.0,N,\N,,5,9,0,0,2,54.0,23
987,4,2017-11-12,70227.0,69768.0,69805.0,N,\N,,11,9,0,0,2,54.0,23
988,4,2017-11-26,98810.0,98725.0,,N,\N,,36,9,0,0,2,54.0,23
989,4,2018-03-25,83529.0,83061.0,83577.0,N,5419005,,1,9,0,0,3,54.0,23
990,4,2018-04-08,89893.0,89802.0,89986.0,N,\N,,11,10,0,0,3,1.0,23
991,4,2018-04-15,93315.0,92970.0,92819.0,N,5772143,,1,13,0,0,3,1.0,23
992,4,2018-04-29,103426.0,103464.0,103351.0,N,6231806,,1,12,0,0,3,3.0,23
993,4,2018-05-13,78480.0,77803.0,77790.0,N,\N,,11,10,0,0,3,13.0,23
994,4,2018-05-27,72950.0,72286.0,72130.0,N,6243820,,1,10,0,0,3,19.0,23
995,4,2018-06-10,72689.0,72097.0,72168.0,N,\N,,11,9,0,0,3,20.0,23
996,4,2018-06-24,92394.0,92016.0,92126.0,N,5498569,,1,9,0,0,3,24.0,23
997,4,2018-07-01,64948.0,64561.0,64725.0,N,\N,,11,9,0,0,3,28.0,23
998,4,2018-07-08,88456.0,,,N,\N,,4,10,0,0,3,28.0,23
999,4,2018-07-22,73324.0,73032.0,72692.0,N,5592914,,1,10,0,0,3,28.0,23
1000,4,2018-07-29,77829.0,90771.0,96743.0,N,\N,,11,12,0,0,3,28.0,23
1001,4,2018-08-26,104489.0,,,N,\N,,11,11,0,0,3,30.0,23
1002,4,2018-09-02,81732.0,81552.0,81041.0,N,4692624,,1,12,0,0,3,30.0,24
1003,4,2018-09-16,99103.0,98716.0,,N,\N,,11,12,0,0,3,34.0,24
1004,4,2018-09-30,94626.0,,,N,\N,,12,12,0,0,3,38.0,24
1005,4,2018-10-07,90236.0,90490.0,,N,\N,,11,12,0,0,3,38.0,24
1006,4,2018-10-21,94891.0,94566.0,,N,5753637,,1,12,0,0,3,39.0,24
1007,4,2018-10-28,76813.0,76188.0,76084.0,N,\N,,22,12,0,0,3,45.0,24
1008,4,2018-11-11,69269.0,,,N,\N,,11,12,0,0,3,45.0,24
1009,4,2018-11-25,97757.0,96982.0,,N,6052930,,1,12,0,0,3,45.0,24
1010,1,2019-03-17,83084.0,,,N,\N,,5,10,0,0,4,53.0,24
1011,1,2019-03-31,89528.0,89055.0,88813.0,N,\N,,130,20,0,0,4,0.0,24
1012,1,2019-04-14,93686.0,93523.0,,N,\N,,11,20,0,0,4,0.0,24
1013,1,2019-04-28,101936.0,102398.0,,N,5596768,,1,18,0,0,4,0.0,24
1014,1,2019-05-12,77760.0,77599.0,,N,5782785,,1,12,0,0,4,6.0,24
1015,1,2019-05-26,71872.0,71608.0,71417.0,N,6261891,,1,11,0,0,4,10.0,24
1016,1,2019-06-09,71750.0,71572.0,73981.0,N,\N,,11,7,0,0,4,18.0,24
1017,1,2019-06-23,91073.0,90319.0,89522.0,N,5166660,,1,7,0,0,4,18.0,24
1018,1,2019-06-30,64453.0,73601.0,,N,\N,,11,7,0,0,4,26.0,24
1019,1,2019-07-14,86203.0,86578.0,,N,4922091,,1,7,0,0,4,30.0,24
1020,1,2019-07-28,73221.0,72632.0,72897.0,N,6280858,,1,7,0,0,4,38.0,24
1021,1,2019-08-04,76493.0,76308.0,75852.0,N,\N,,11,7,0,0,4,48.0,24
1022,1,2019-09-01,106507.0,,,N,\N,,75,7,0,0,4,58.0,24
1023,1,2019-09-08,80413.0,80202.0,80455.0,N,\N,,36,7,0,0,4,58.0,25
1024,1,2019-09-22,98882.0,97982.0,97818.0,N,7149641,,1,7,0,0,4,58.0,25
1025,1,2019-09-29,94184.0,93807.0,93222.0,N,5664881,,1,7,0,0,4,58.0,25
1026,1,2019-10-13,89018.0,88577.0,88304.0,N,4975856,,1,7,0,0,4,66.0,25
1027,1,2019-10-27,77044.0,76267.0,76014.0,N,\N,,11,6,0,0,4,76.0,25
1028,1,2019-11-03,93916.0,93422.0,92847.0,N,\N,,11,7,0,0,4,76.0,25
1029,1,2019-11-17,,,,N,5603574,,1,7,0,0,4,80.0,25
1030,1,2019-12-01,97358.0,96308.0,96459.0,N,\N,,11,7,0,0,4,95.0,25
1031,1,2020-07-05,64537.0,63971.0,63971.0,N,5464642,,1,6,0,0,5,96.0,25
1032,1,2020-07-12,78590.0,78836.0,80671.0,N,\N,,11,5,0,0,5,10.0,25
1033,1,2020-07-19,75281.0,75267.0,75027.0,N,\N,,11,7,0,0,5,13.0,25
1034,1,2020-08-02,86715.0,86149.0,85965.0,N,5334653,,1,9,0,0,5,15.0,25
1035,1,2020-08-09,87450.0,87083.0,,N,4856063,,1,10,0,0,5,15.0,25
1036,1,2020-08-16,77438.0,76876.0,77044.0,N,\N,,11,11,0,0,5,15.0,25
1037,1,2020-08-30,103322.0,102478.0,102438.0,N,\N,,43,9,0,0,5,23.0,25
1038,1,2020-09-06,80099.0,79705.0,79695.0,N,6426471,,1,11,0,0,5,23.0,26
1039,1,2020-09-13,76993.0,76522.0,77870.0,N,\N,,4,9,0,0,5,41.0,26
1040,1,2020-09-27,93967.0,92757.0,92550.0,N,\N,,3,11,0,0,5,41.0,26
1041,1,2020-10-11,87378.0,86361.0,86709.0,N,5771546,,1,11,0,0,5,41.0,26
1042,1,2020-10-25,77627.0,77183.0,77520.0,N,\N,,11,11,0,0,5,51.0,26
1043,1,2020-11-01,75528.0,75027.0,74911.0,N,5332660,,1,10,0,0,5,59.0,26
1044,1,2020-11-15,127489.0,115410.0,,N,6173676,,1,8,0,0,5,65.0,26
1045,1,2020-11-29,88975.0,,,N,7199302,,1,7,0,0,5,75.0,26
1046,1,2020-12-06,54450.0,53818.0,54010.0,N,5487694,,1,8,0,0,5,85.0,26
1047,1,2020-12-13,96517.0,96192.0,95815.0,N,5854307,,1,7,0,0,5,97.0,26
1051,6,2021-11-21,82304.0,82241.0,81840.0,N,5150382,,1,6,0,0,6,105.0,27
1052,6,2021-03-28,91653.0,90009.0,90215.0,N,5590997,,1,7,0,0,6,145.5,26
1053,6,2021-04-18,75406.0,75199.0,,N,7381634,,1,8,0,0,6,4.0,26
1054,6,2021-05-02,79309.0,78813.0,79039.0,N,5750376,,1,6,0,0,6,14.0,26
1055,6,2021-05-09,78205.0,77656.0,77620.0,N,5662350,,1,8,0,0,6,14.0,26
1056,6,2021-05-23,71324.0,70806.0,70611.0,N,5945788,,1,8,0,0,6,20.0,26
1057,6,2021-06-06,102121.0,101740.0,101576.0,N,8024119,,1,7,0,0,6,38.0,26
1058,6,2021-06-27,64859.0,64800.0,,N,\N,,11,7,0,0,6,42.0,26
1059,6,2021-06-20,92079.0,91146.0,90840.0,N,5345107,,1,7,0,0,6,50.0,26
1060,6,2021-07-04,64596.0,64559.0,,N,5091687,,1,7,0,0,6,42.0,26
1061,6,2021-07-18,87337.0,86848.0,87007.0,Y,7146738,1.0,1,7,0,0,6,60.0,26
1062,6,2021-08-01,76649.0,,,N,7498217,,1,7,0,0,6,68.0,26
1063,6,2021-08-29,121184.0,118137.0,,N,223237,,1,6,0,0,6,83.0,26
1064,6,2021-09-05,70022.0,69870.0,69537.0,N,\N,,11,6,0,0,6,83.5,27
1065,6,2021-09-12,81118.0,80750.0,80462.0,Y,4924900,1.0,1,7,0,0,6,89.5,27
1066,6,2021-09-26,107924.0,106521.0,102510.0,N,5503476,,1,7,0,0,6,97.5,27
1067,6,2021-10-10,85177.0,,,N,5515629,,1,6,0,0,6,112.5,27
1069,6,2021-10-24,94558.0,94126.0,93792.0,N,5760097,,1,6,0,0,6,116.5,27
1070,6,2021-11-07,77517.0,77248.0,76761.0,N,\N,,11,7,0,0,6,122.5,27
1071,6,2021-11-14,69046.0,69031.0,68826.0,Y,5594671,1.0,1,7,0,0,6,130.5,27
1072,6,2021-12-05,88237.0,113652.0,,N,7621724,,1,7,0,0,6,139.5,27
1073,6,2021-12-12,83624.0,83174.0,82992.0,N,5422518,,1,7,0,0,6,149.5,27
1074,6,2022-03-20,91567.0,90787.0,90687.0,N,5859182,,1,5,0,0,7,164.5,27
1075,6,2022-03-27,88855.0,88686.0,88402.0,N,5067390,,1,2,0,0,7,18.0,27
1076,6,2022-04-10,78983.0,78469.0,79408.0,N,\N,,20,2,0,0,7,33.0,27
1077,6,2022-04-24,79305.0,78990.0,,Y,\N,1.0,4,3,0,0,7,33.0,27
1078,6,2022-05-08,90079.0,89729.0,88986.0,N,5672487,,1,5,0,0,7,38.0,27
1079,6,2022-05-22,79892.0,79453.0,79166.0,N,5885683,,1,5,0,0,7,53.0,27
1080,6,2022-05-29,72616.0,72074.0,71601.0,N,6991419,,1,5,0,0,7,65.0,27
1081,6,2022-06-12,102957.0,102088.0,101814.0,N,\N,,9,5,0,0,7,83.0,27
1082,6,2022-06-19,92781.0,85197.0,82096.0,N,5782750,,1,5,0,0,7,83.0,27
1083,6,2022-07-03,100190.0,101602.0,100983.0,N,8270311,,1,5,0,0,7,102.0,27
1084,6,2022-07-10,65660.0,65576.0,65066.0,Y,\N,1.0,131,4,1,1,7,127.0,27
1085,6,2022-07-24,92297.0,91081.0,,N,5430984,,1,4,1,1,7,133.0,27
1086,6,2022-07-31,78434.0,77946.0,77421.0,N,5990491,,1,4,1,1,7,144.0,27
1087,6,2022-08-28,105050.0,105418.0,104297.0,N,5179780,,1,5,1,1,7,156.0,27
1088,6,2022-09-04,71767.0,70814.0,70434.0,N,5823689,,1,4,1,1,7,171.0,28
1089,6,2022-09-11,81348.0,80878.0,80429.0,N,4832572,,1,5,1,1,7,175.0,28
1091,6,2022-10-02,114559.0,113219.0,109583.0,N,7350543,,1,5,1,1,7,187.0,28
1092,6,2022-10-09,90336.0,90444.0,89361.0,N,\N,,3,5,1,1,7,202.0,28
1093,6,2022-10-23,95297.0,95590.0,94356.0,N,\N,,130,5,1,1,7,202.0,28
1094,6,2022-10-30,79566.0,78560.0,78351.0,N,5974852,,1,5,1,1,7,202.0,28
1095,6,2022-11-13,74680.0,70890.0,72357.0,Y,5918095,1.0,1,6,1,1,7,212.0,28
1096,6,2022-11-20,85090.0,84521.0,84242.0,N,5290806,,1,6,1,1,7,234.0,28
1098,6,2023-03-05,90993.0,90515.0,90154.0,N,5684788,,1,5,0,1,8,246.0,28
1099,6,2023-03-19,89411.0,88957.0,88931.0,N,4910770,,1,4,0,1,8,12.0,28
1100,6,2023-04-02,77928.0,77349.0,77270.0,N,9164965,,1,4,0,1,8,20.0,28
1101,6,2023-04-30,102197.0,101369.0,101016.0,Y,5607927,1.0,1,5,0,1,8,20.0,28
1102,6,2023-05-07,87686.0,87148.0,87349.0,N,5300752,,1,5,0,1,8,34.0,28
1104,6,2023-05-28,72717.0,72210.0,71630.0,N,6595371,,1,5,0,1,8,44.0,28
1105,6,2023-06-04,73411.0,72790.0,72734.0,N,5323638,,1,6,0,1,8,48.0,28
1106,6,2023-06-18,82248.0,79856.0,89294.0,N,5659888,,1,6,0,1,8,58.0,28
1107,6,2023-07-02,65339.0,64975.0,64581.0,Y,5164984,1.0,1,5,0,1,8,68.0,28
1108,6,2023-07-09,89865.0,88265.0,87148.0,N,5136386,,1,5,0,1,8,82.0,28
1109,6,2023-07-23,78393.0,77703.0,,N,5959707,,1,5,0,1,8,83.0,28
1110,6,2023-07-30,118688.0,111711.0,107152.0,Y,\N,1.0,130,6,0,1,8,87.0,28
1111,6,2023-08-27,81321.0,79929.0,71754.0,N,8656952,,1,7,0,1,8,92.0,28
1112,6,2023-09-03,81965.0,80991.0,80294.0,N,4432336,,1,5,0,1,8,102.0,29
1113,6,2023-09-17,92339.0,91439.0,90984.0,N,6397418,,1,5,0,1,8,117.0,29
1114,6,2023-09-24,90651.0,90067.0,89850.0,N,5508642,,1,5,1,2,8,142.0,29
1115,6,2023-10-08,85808.0,85328.0,,Y,\N,1.0,95,5,1,2,8,150.0,29
1116,6,2023-10-22,95824.0,95302.0,94945.0,Y,5736496,1.0,1,5,1,2,8,153.0,29
1117,6,2023-10-29,78755.0,78382.0,77233.0,N,7377968,,1,5,1,2,8,171.0,29
1118,6,2023-11-05,70624.0,70254.0,71989.0,Y,7059082,1.0,1,4,1,2,8,183.0,29
1119,6,2023-11-19,93851.0,93338.0,92770.0,N,5369123,,1,6,1,2,8,192.0,29
1120,6,2023-11-26,84738.0,,,N,\N,,31,4,1,2,8,200.0,29
1121,6,2024-03-02,89909.0,89573.0,89507.0,N,5529852,,1,7,0,2,9,200.0,29
1123,6,2024-03-24,76731.0,76189.0,76185.0,N,4826843,,1,3,0,2,9,15.0,29
1124,6,2024-04-07,89513.0,89099.0,88682.0,N,6884432,,1,4,1,3,9,40.0,29
1125,6,2024-04-21,94970.0,94368.0,94297.0,Y,6086537,1.0,1,4,1,3,9,55.0,29
1126,6,2024-05-05,87937.0,87941.0,87455.0,Y,5466283,1.0,1,4,1,3,9,69.0,29
1127,6,2024-05-19,76015.0,75512.0,75233.0,N,5147577,,1,5,1,3,9,83.0,29
1128,6,2024-05-26,71543.0,71075.0,70518.0,N,8603139,,1,5,1,3,9,93.0,29
1129,6,2024-06-09,73038.0,72728.0,,N,\N,,4,4,1,3,9,108.0,29
1130,6,2024-06-23,72403.0,71874.0,71736.0,N,5331255,,1,4,1,3,9,108.0,29
1131,6,2024-06-30,65263.0,65016.0,64851.0,Y,5067331,1.0,1,4,1,3,9,116.0,29
1132,6,2024-07-07,90557.0,86843.0,86509.0,N,4994377,,1,4,1,3,9,135.0,29
1133,6,2024-07-21,77244.0,75885.0,75696.0,N,5905062,,1,4,1,3,9,146.0,29
1134,6,2024-07-28,115169.0,114112.0,114477.0,N,4816835,,1,4,1,3,9,154.0,29
1135,6,2024-08-25,71327.0,70914.0,,N,5477656,,1,5,1,3,9,162.0,29
1136,6,2024-09-01,80149.0,79799.0,79467.0,N,4496348,,1,5,1,3,9,172.0,30
1137,6,2024-09-15,103357.0,102503.0,101805.0,N,\N,,31,5,1,3,9,184.0,30
1138,6,2024-09-22,90670.0,90108.0,,N,6148610,,1,5,1,3,9,184.0,30
1139,6,2024-10-20,93556.0,92836.0,92652.0,Y,5718201,1.0,1,5,1,3,9,190.0,30
1140,6,2024-10-27,76778.0,76515.0,75946.0,N,6055800,,1,5,1,3,9,215.0,30
1141,6,2024-11-03,90303.0,89406.0,,Y,\N,1.0,3,5,2,4,9,240.0,30
1142,6,2024-11-23,93484.0,92711.0,92410.0,N,4937875,,1,5,2,4,9,244.0,30
1143,6,2024-12-01,81447.0,81199.0,81041.0,Y,5482799,1.0,1,5,2,4,9,259.0,30
1144,6,2024-12-08,83487.0,82985.0,82824.0,N,5199123,,1,5,2,4,9,272.0,30
1145,3,2025-03-16,76360.0,75931.0,76062.0,N,\N,,3,5,0,4,10,290.0,30
1146,3,2025-03-23,91628.0,91840.0,,Y,5531413,1.0,1,0,0,4,10,0.0,30
1147,3,2025-04-06,88209.0,87836.0,,N,5001112,,1,14,0,4,10,1.0,30
1148,3,2025-04-13,91591.0,90844.0,90680.0,N,\N,,130,15,0,4,10,1.0,30
1149,3,2025-04-20,88354.0,88024.0,88164.0,N,4931388,,1,16,0,4,10,1.0,30
1150,3,2025-05-04,87098.0,86847.0,86569.0,Y,5392164,31.0,1,15,0,4,10,5.0,30
1151,3,2025-05-18,75987.0,75198.0,75432.0,N,5516097,,1,13,0,4,10,7.0,30
1152,3,2025-05-25,71707.0,71362.0,,N,\N,,12,11,0,4,10,11.0,30
1153,3,2025-06-01,73203.0,,,N,5606684,,1,12,0,4,10,12.0,30
1154,3,2025-06-15,72398.0,,,N,\N,,11,13,0,4,10,12.0,30
1155,3,2025-06-29,65582.0,,,N,\N,,23,13,0,4,10,13.0,30
1156,3,2025-07-06,86175.0,85746.0,,N,5912327,,1,14,0,4,10,13.0,30
1157,3,2025-07-27,101691.0,101758.0,,Y,5214625,1.0,1,15,0,4,10,13.0,30
1158,3,2025-08-03,75652.0,75781.0,,N,\N,,11,16,0,4,10,16.0,30
1159,3,2025-08-31,69980.0,69472.0,69505.0,N,5927225,,1,16,0,4,10,16.0,30
1160,3,2025-09-07,79644.0,79528.0,,N,4468794,,1,17,0,4,10,16.0,31
1161,3,2025-09-21,102635.0,101675.0,101595.0,N,5625607,,1,18,0,4,10,16.0,31
1162,3,2025-10-05,,90235.0,,N,\N,,11,12,0,4,10,31.0,31
1163,3,2025-10-19,93739.0,93124.0,93150.0,Y,\N,1.0,130,12,0,4,10,32.0,31
1164,3,2025-10-26,77171.0,76607.0,76172.0,N,\N,,3,11,0,4,10,38.0,31
1165,3,2025-11-09,70184.0,70472.0,,Y,5577016,1.0,1,11,0,4,10,38.0,31
1166,3,2025-11-23,114873.0,111144.0,108296.0,N,4903353,,1,13,0,4,10,38.0,31
1167,3,2025-11-30,80520.0,80251.0,80287.0,Y,5100906,1.0,1,11,0,4,10,48.0,31
948,4,2016-03-20,87241.0,87601.0,,N,6578964,,1,0,0,0,0,0.0,25
949,4,2016-04-03,93438.0,,,N,\N,,9,11,0,0,0,0.0,25
950,4,2016-04-17,99528.0,,,N,\N,,11,15,0,0,0,0.0,25
951,4,2016-05-01,99009.0,,,N,\N,,11,16,0,0,0,0.0,25
952,4,2016-05-15,84903.0,,,N,\N,,11,18,0,0,0,0.0,25
953,4,2016-05-29,76586.0,,,N,\N,,3,18,0,0,0,0.0,25
954,4,2016-06-12,75459.0,,,N,\N,,31,19,0,0,0,0.0,25
955,4,2016-06-19,106394.0,,,N,\N,,11,19,0,0,0,0.0,25
956,4,2016-07-03,67965.0,,,N,\N,,11,19,0,0,0,0.0,25
957,4,2016-07-10,92905.0,,,N,\N,,6,20,0,0,0,0.0,25
958,4,2016-07-24,103965.0,,,N,\N,,11,20,0,0,0,0.0,25
959,4,2016-07-31,76636.0,76665.0,,N,\N,,12,20,0,0,0,0.0,25
960,4,2016-08-28,108901.0,108888.0,,N,6384223,,1,20,0,0,0,0.0,25
961,4,2016-09-04,84230.0,,,N,\N,,130,20,0,0,0,0.0,25
962,4,2016-09-18,106960.0,,,N,\N,,11,20,0,0,0,0.0,25
963,4,2016-10-02,95999.0,,,N,5928242,,1,20,0,0,0,0.0,25
964,4,2016-10-09,92796.0,92807.0,,N,\N,,11,17,0,0,0,1.0,25
965,4,2016-10-23,98084.0,97935.0,,N,\N,,11,17,0,0,0,1.0,25
966,4,2016-10-30,,,,N,\N,,11,17,0,0,0,1.0,25
